comment_id,original_text,platform,date_collected
355,জঘন্য কোয়ালিটির প্যাকেজিং। 😬,Instagram,2026-02-19
356,আমার মতে পণ্যটি চলনসই। 🦃,Instagram,2026-03-11
357,ভালো না খারাপ না সিনেমাটা! 🨵,Facebook,2026-01-19
358,বিরক্তিকর সিনেমাটা! 😸,Facebook,2026-02-01
359,সার্ভিসটি সাধারণ হয়েছে। 🧇,Facebook,2026-03-02
360,আশা করি খাবারটা আরও ভালো হতে পারত হবে। 🨋,Daraz,2026-02-07
361,ডেলিভারি সাধারণ হয়েছে। 🧓,YouTube,2026-03-15
362,সাধারণ কোয়ালিটির পণ্যটি।,TikTok,2026-01-10
363,এই প্যাকেজিংটা বেশ সেরা। 😀,Facebook,2026-03-19
364,তাদের সিনেমাটা একদম মনমুগ্ধকর।,YouTube,2026-03-04
365,তাদের খাবারটা একদম অসাধারণ। 😄,Instagram,2026-04-07
366,আমার মতে সিনেমাটা দারুণ। 😥,Facebook,2026-03-24
367,ফোনটা ফাটাফাটি কিন্তু দাম বেশি। 😻,TikTok,2026-01-30
368,ডেলিভারি জঘন্য কিন্তু দাম বেশি।,Instagram,2026-02-18
369,আশা করি পণ্যটি চলবে হবে। 🦭,TikTok,2026-03-25
370,সার্ভিসটি টাকা নষ্ট কিন্তু দাম বেশি। 😿,YouTube,2026-04-04
371,আশা করি খাবারটা গড়পড়তা হবে। 🧫,Facebook,2026-01-09
372,আমার মতে সিনেমাটা ভালো না খারাপ না। 🥿,YouTube,2026-01-05
373,চলবে ভিডিওটা!,TikTok,2026-01-17
374,গড়পড়তা প্যাকেজিং! 🥿,Daraz,2026-03-01
375,এই অ্যাপটাটা বেশ প্রতারণা।,Facebook,2026-02-05
376,এই পণ্যটিটা বেশ টাকা নষ্ট।,Facebook,2026-03-04
377,বেকার ফোনটা!,Instagram,2026-01-28
378,ডেলিভারি চলবে হয়েছে।,TikTok,2026-04-04
379,ফোনটা বাজে হয়েছে। 😕,YouTube,2026-03-31
380,ফাটাফাটি কোয়ালিটির গানটা। 🔥,TikTok,2026-01-29
381,আশা করি সার্ভিসটি জঘন্য হবে।,Daraz,2026-02-21
382,এই সার্ভিসটিটা বেশ বেকার। 😇,TikTok,2026-01-06
383,আশা করি অ্যাপটা ফালতু হবে। 😾,Instagram,2026-04-05
384,ঠিক আছে কোয়ালিটির প্যাকেজিং।,TikTok,2026-03-24
385,আশা করি পণ্যটি বাজে হবে।,Facebook,2026-02-21
386,আমার মতে গানটা জঘন্য। 😡,YouTube,2026-03-04
387,তাদের পণ্যটি একদম ঠিক আছে।,Facebook,2026-02-09
388,অসাধারণ প্যাকেজিং!,TikTok,2026-03-20
389,আশা করি খাবারটা অখাদ্য হবে।,TikTok,2026-03-11
390,ভালো না খারাপ না ফোনটা!,YouTube,2026-04-07
391,আমার মতে ফোনটা চলনসই। 😯,YouTube,2026-01-13
392,বাজে কোয়ালিটির ফোনটা।,Facebook,2026-01-23
393,আরও ভালো হতে পারত কোয়ালিটির ডেলিভারি। 🥳,YouTube,2026-03-23
394,ফোনটা জটিল হয়েছে। 😽,TikTok,2026-01-12
395,আমার মতে অ্যাপটা বাজে।,TikTok,2026-01-13
396,ঠিক আছে কোয়ালিটির গানটা। 🧧,YouTube,2026-02-05
397,তাদের সিনেমাটা একদম চলনসই।,Facebook,2026-01-07
398,প্রতারণা কোয়ালিটির ডেলিভারি।,Facebook,2026-03-10
399,ফালতু গানটা! 🙈,Instagram,2026-03-17
400,ঠিক আছে খাবারটা!,Facebook,2026-01-31
401,ফালতু কোয়ালিটির ভিডিওটা। 😡,Instagram,2026-01-19
402,তাদের অ্যাপটা একদম মনমুগ্ধকর। 😑,Daraz,2026-02-04
403,তাদের পণ্যটি একদম সাধারণ।,Instagram,2026-02-28
404,তাদের ডেলিভারি একদম জটিল। 😅,TikTok,2026-03-12
405,জঘন্য কোয়ালিটির ভিডিওটা। 😕,Facebook,2026-04-04
406,আমার মতে খাবারটা অস্থির। 😄,TikTok,2026-01-01
407,গানটা মোটামুটি কিন্তু দাম বেশি। 🦹,Facebook,2026-02-27
408,তাদের অ্যাপটা একদম ঠিক আছে।,YouTube,2026-03-24
409,ফোনটা বেকার হয়েছে। 😦,YouTube,2026-04-01
410,বাজে সিনেমাটা!,Daraz,2026-03-09
411,ঠিক আছে প্যাকেজিং! 🦔,Facebook,2026-03-07
412,আশা করি সার্ভিসটি অস্থির হবে। 😂,Daraz,2026-02-16
413,তাদের গানটা একদম খুবই ভালো। 😗,TikTok,2026-01-15
414,আশা করি ভিডিওটা ঠিক আছে হবে।,Daraz,2026-03-06
415,মনমুগ্ধকর কোয়ালিটির খাবারটা। 🙇,Facebook,2026-03-02
416,আশা করি ডেলিভারি চলনসই হবে। 🨱,Facebook,2026-01-25
417,এই অ্যাপটাটা বেশ দারুণ। 🔥,Facebook,2026-01-22
418,ফোনটা খুবই খারাপ হয়েছে।,TikTok,2026-01-17
419,আমার মতে পণ্যটি সাধারণ।,YouTube,2026-03-08
420,বেকার কোয়ালিটির খাবারটা। 😮,YouTube,2026-02-09
421,খাবারটা টাকা নষ্ট হয়েছে।,Daraz,2026-02-28
422,তাদের গানটা একদম সেরা। 😄,YouTube,2026-01-31
423,তাদের ডেলিভারি একদম প্রতারণা।,Facebook,2026-03-27
424,তাদের সিনেমাটা একদম বিরক্তিকর। 💔,Facebook,2026-02-21
425,খাবারটা জঘন্য হয়েছে। 😬,TikTok,2026-02-12
426,জঘন্য কোয়ালিটির প্যাকেজিং।,Facebook,2026-04-04
427,সার্ভিসটি সাধারণ হয়েছে। 🨖,YouTube,2026-02-27
428,এই ভিডিওটাটা বেশ ঠিক আছে।,Facebook,2026-03-10
429,আমার মতে গানটা অস্থির। 🙀,Facebook,2026-03-27
430,অ্যাপটা প্রতারণা হয়েছে।,Daraz,2026-02-09
431,ভিডিওটা ফাটাফাটি কিন্তু দাম বেশি। 😝,YouTube,2026-04-04
432,জঘন্য ফোনটা!,Daraz,2026-03-02
433,সার্ভিসটি জঘন্য কিন্তু দাম বেশি।,Instagram,2026-03-23
434,আমার মতে সিনেমাটা গড়পড়তা।,Instagram,2026-02-07
435,চলনসই কোয়ালিটির ডেলিভারি।,Facebook,2026-01-20
436,এই সিনেমাটাটা বেশ চলবে। 🦼,YouTube,2026-01-04
437,মনমুগ্ধকর কোয়ালিটির প্যাকেজিং। 😙,Instagram,2026-03-30
438,এই প্যাকেজিংটা বেশ মোটামুটি।,Facebook,2026-01-19
439,খাবারটা দারুণ হয়েছে।,Instagram,2026-03-23
440,বিরক্তিকর ডেলিভারি! 🙊,YouTube,2026-04-08
441,আশা করি ডেলিভারি টাকা নষ্ট হবে।,TikTok,2026-02-15
442,খাবারটা বেকার কিন্তু দাম বেশি।,YouTube,2026-01-14
443,জটিল গানটা! 🔥,Facebook,2026-01-17
444,জঘন্য কোয়ালিটির খাবারটা। 😸,TikTok,2026-04-08
445,আমার মতে পণ্যটি ফালতু।,YouTube,2026-03-30
446,অসাধারণ অ্যাপটা!,Instagram,2026-04-07
447,গানটা জটিল হয়েছে। 😙,Facebook,2026-01-09
448,আমার মতে প্যাকেজিং খুবই ভালো।,Daraz,2026-01-04
449,তাদের খাবারটা একদম ভালো না খারাপ না। 🨆,TikTok,2026-01-31
450,আমার মতে গানটা খুবই ভালো। 😅,TikTok,2026-01-01
451,তাদের সিনেমাটা একদম ভালো না খারাপ না। 🨴,Facebook,2026-01-24
452,আমার মতে ভিডিওটা বিরক্তিকর। 🙊,Daraz,2026-01-16
453,খাবারটা টাকা নষ্ট হয়েছে।,Instagram,2026-01-15
454,আমার মতে ডেলিভারি চলনসই। 🦉,Instagram,2026-01-25
455,খাবারটা জঘন্য হয়েছে। 😪,Facebook,2026-02-20
456,সার্ভিসটি দারুণ কিন্তু দাম বেশি। 🙌,YouTube,2026-01-09
457,অস্থির প্যাকেজিং!,Instagram,2026-04-03
458,প্যাকেজিং সাধারণ কিন্তু দাম বেশি।,TikTok,2026-02-21
459,অসাধারণ সিনেমাটা!,Instagram,2026-01-30
460,চলবে কোয়ালিটির পণ্যটি। 🥬,Instagram,2026-03-19
461,চলবে প্যাকেজিং! 🧄,Instagram,2026-03-01
462,আশা করি গানটা টাকা নষ্ট হবে। 😬,TikTok,2026-01-03
463,আশা করি অ্যাপটা ফাটাফাটি হবে। 😹,Instagram,2026-01-05
464,ফোনটা বেকার কিন্তু দাম বেশি।,Instagram,2026-03-04
465,বিরক্তিকর কোয়ালিটির গানটা। 😇,TikTok,2026-01-08
466,এই প্যাকেজিংটা বেশ প্রতারণা।,Facebook,2026-03-17
467,আশা করি প্যাকেজিং মোটামুটি হবে।,Instagram,2026-02-14
